job_id,dataset,model,task,total_rows,train_rows,n_features,profile,cpus,mem_gb,time
41,microsoft,tabpfn_v2,regression,1200192,723412,136,xlarge,12,120,08:00:00
42,microsoft,tabpfn_v2.5,regression,1200192,723412,136,xlarge,12,120,08:00:00
43,microsoft,tabpfn_v2.6,regression,1200192,723412,136,xlarge,12,120,08:00:00
44,microsoft,tabpfn_v3,regression,1200192,723412,136,xlarge,12,120,08:00:00
45,microsoft,tabpfn_v3.5,regression,1200192,723412,136,xlarge,12,120,08:00:00
46,microsoft,tabpfn_v3.5_fast,regression,1200192,723412,136,xlarge,12,120,08:00:00
47,microsoft,tabdpt_v1.3,regression,1200192,723412,136,xlarge,12,120,08:00:00
48,poker-hand,xgboost,multiclass,1025009,656005,10,xlarge,12,120,08:00:00
49,poker-hand,catboost,multiclass,1025009,656005,10,xlarge,12,120,08:00:00
50,poker-hand,tabicl_v1,multiclass,1025009,656005,10,xlarge,12,120,08:00:00
51,poker-hand,tabicl_v1.1,multiclass,1025009,656005,10,xlarge,12,120,08:00:00
52,poker-hand,tabicl_v2,multiclass,1025009,656005,10,xlarge,12,120,08:00:00
53,poker-hand,tabpfn_v2,multiclass,1025009,656005,10,xlarge,12,120,08:00:00
54,poker-hand,tabpfn_v2.5,multiclass,1025009,656005,10,xlarge,12,120,08:00:00
55,poker-hand,tabpfn_v2.6,multiclass,1025009,656005,10,xlarge,12,120,08:00:00
56,poker-hand,tabpfn_v3,multiclass,1025009,656005,10,xlarge,12,120,08:00:00
57,poker-hand,tabpfn_v3.5,multiclass,1025009,656005,10,xlarge,12,120,08:00:00
58,poker-hand,tabpfn_v3.5_fast,multiclass,1025009,656005,10,xlarge,12,120,08:00:00
59,poker-hand,tabdpt_v1.3,multiclass,1025009,656005,10,xlarge,12,120,08:00:00
60,Higgs,xgboost,binclass,1000000,640000,28,xlarge,12,120,08:00:00
61,Higgs,catboost,binclass,1000000,640000,28,xlarge,12,120,08:00:00
62,Higgs,tabicl_v1,binclass,1000000,640000,28,xlarge,12,120,08:00:00
63,Higgs,tabicl_v1.1,binclass,1000000,640000,28,xlarge,12,120,08:00:00
64,Higgs,tabicl_v2,binclass,1000000,640000,28,xlarge,12,120,08:00:00
65,Higgs,tabpfn_v2,binclass,1000000,640000,28,xlarge,12,120,08:00:00
66,Higgs,tabpfn_v2.5,binclass,1000000,640000,28,xlarge,12,120,08:00:00
67,Higgs,tabpfn_v2.6,binclass,1000000,640000,28,xlarge,12,120,08:00:00
68,Higgs,tabpfn_v3,binclass,1000000,640000,28,xlarge,12,120,08:00:00
69,Higgs,tabpfn_v3.5,binclass,1000000,640000,28,xlarge,12,120,08:00:00
70,Higgs,tabpfn_v3.5_fast,binclass,1000000,640000,28,xlarge,12,120,08:00:00
71,Higgs,tabdpt_v1.3,binclass,1000000,640000,28,xlarge,12,120,08:00:00
72,BNG(credit-a),xgboost,binclass,1000000,640000,15,xlarge,12,120,08:00:00
73,BNG(credit-a),catboost,binclass,1000000,640000,15,xlarge,12,120,08:00:00
74,BNG(credit-a),tabicl_v1,binclass,1000000,640000,15,xlarge,12,120,08:00:00
75,BNG(credit-a),tabicl_v1.1,binclass,1000000,640000,15,xlarge,12,120,08:00:00
76,BNG(credit-a),tabicl_v2,binclass,1000000,640000,15,xlarge,12,120,08:00:00
77,BNG(credit-a),tabpfn_v2,binclass,1000000,640000,15,xlarge,12,120,08:00:00
78,BNG(credit-a),tabpfn_v2.5,binclass,1000000,640000,15,xlarge,12,120,08:00:00
79,BNG(credit-a),tabpfn_v2.6,binclass,1000000,640000,15,xlarge,12,120,08:00:00
80,BNG(credit-a),tabpfn_v3,binclass,1000000,640000,15,xlarge,12,120,08:00:00
81,BNG(credit-a),tabpfn_v3.5,binclass,1000000,640000,15,xlarge,12,120,08:00:00
82,BNG(credit-a),tabpfn_v3.5_fast,binclass,1000000,640000,15,xlarge,12,120,08:00:00
83,BNG(credit-a),tabdpt_v1.3,binclass,1000000,640000,15,xlarge,12,120,08:00:00
84,Smoking_and_Drinking_Dataset_with_body_signal,xgboost,binclass,991346,634460,23,large,8,96,04:00:00
85,Smoking_and_Drinking_Dataset_with_body_signal,catboost,binclass,991346,634460,23,large,8,96,04:00:00
86,Smoking_and_Drinking_Dataset_with_body_signal,tabicl_v1,binclass,991346,634460,23,large,8,96,04:00:00
87,Smoking_and_Drinking_Dataset_with_body_signal,tabicl_v1.1,binclass,991346,634460,23,large,8,96,04:00:00
88,Smoking_and_Drinking_Dataset_with_body_signal,tabicl_v2,binclass,991346,634460,23,large,8,96,04:00:00
89,Smoking_and_Drinking_Dataset_with_body_signal,tabpfn_v2,binclass,991346,634460,23,large,8,96,04:00:00
90,Smoking_and_Drinking_Dataset_with_body_signal,tabpfn_v2.5,binclass,991346,634460,23,large,8,96,04:00:00
91,Smoking_and_Drinking_Dataset_with_body_signal,tabpfn_v2.6,binclass,991346,634460,23,large,8,96,04:00:00
92,Smoking_and_Drinking_Dataset_with_body_signal,tabpfn_v3,binclass,991346,634460,23,large,8,96,04:00:00
93,Smoking_and_Drinking_Dataset_with_body_signal,tabpfn_v3.5,binclass,991346,634460,23,large,8,96,04:00:00
94,Smoking_and_Drinking_Dataset_with_body_signal,tabpfn_v3.5_fast,binclass,991346,634460,23,large,8,96,04:00:00
95,Smoking_and_Drinking_Dataset_with_body_signal,tabdpt_v1.3,binclass,991346,634460,23,large,8,96,04:00:00
96,yahoo,xgboost,regression,709877,473134,699,large,8,96,04:00:00
97,yahoo,catboost,regression,709877,473134,699,large,8,96,04:00:00
98,yahoo,tabicl_v1,regression,709877,473134,699,large,8,96,04:00:00
99,yahoo,tabicl_v1.1,regression,709877,473134,699,large,8,96,04:00:00
100,yahoo,tabicl_v2,regression,709877,473134,699,large,8,96,04:00:00
101,yahoo,tabpfn_v2,regression,709877,473134,699,large,8,96,04:00:00
102,yahoo,tabpfn_v2.5,regression,709877,473134,699,large,8,96,04:00:00
103,yahoo,tabpfn_v2.6,regression,709877,473134,699,large,8,96,04:00:00
104,yahoo,tabpfn_v3,regression,709877,473134,699,large,8,96,04:00:00
105,yahoo,tabpfn_v3.5,regression,709877,473134,699,large,8,96,04:00:00
106,yahoo,tabpfn_v3.5_fast,regression,709877,473134,699,large,8,96,04:00:00
107,yahoo,tabdpt_v1.3,regression,709877,473134,699,large,8,96,04:00:00
108,Data_Science_for_Good_Kiva_Crowdfunding,xgboost,multiclass,671205,429571,11,large,8,96,04:00:00
109,Data_Science_for_Good_Kiva_Crowdfunding,catboost,multiclass,671205,429571,11,large,8,96,04:00:00
110,Data_Science_for_Good_Kiva_Crowdfunding,tabicl_v1,multiclass,671205,429571,11,large,8,96,04:00:00
111,Data_Science_for_Good_Kiva_Crowdfunding,tabicl_v1.1,multiclass,671205,429571,11,large,8,96,04:00:00
112,Data_Science_for_Good_Kiva_Crowdfunding,tabicl_v2,multiclass,671205,429571,11,large,8,96,04:00:00
113,Data_Science_for_Good_Kiva_Crowdfunding,tabpfn_v2,multiclass,671205,429571,11,large,8,96,04:00:00
114,Data_Science_for_Good_Kiva_Crowdfunding,tabpfn_v2.5,multiclass,671205,429571,11,large,8,96,04:00:00
115,Data_Science_for_Good_Kiva_Crowdfunding,tabpfn_v2.6,multiclass,671205,429571,11,large,8,96,04:00:00
116,Data_Science_for_Good_Kiva_Crowdfunding,tabpfn_v3,multiclass,671205,429571,11,large,8,96,04:00:00
117,Data_Science_for_Good_Kiva_Crowdfunding,tabpfn_v3.5,multiclass,671205,429571,11,large,8,96,04:00:00
118,Data_Science_for_Good_Kiva_Crowdfunding,tabpfn_v3.5_fast,multiclass,671205,429571,11,large,8,96,04:00:00
119,Data_Science_for_Good_Kiva_Crowdfunding,tabdpt_v1.3,multiclass,671205,429571,11,large,8,96,04:00:00
120,covertype,xgboost,multiclass,581012,371847,54,large,8,96,04:00:00
121,covertype,catboost,multiclass,581012,371847,54,large,8,96,04:00:00
122,covertype,tabicl_v1,multiclass,581012,371847,54,large,8,96,04:00:00
123,covertype,tabicl_v1.1,multiclass,581012,371847,54,large,8,96,04:00:00
124,covertype,tabicl_v2,multiclass,581012,371847,54,large,8,96,04:00:00
125,covertype,tabpfn_v2,multiclass,581012,371847,54,large,8,96,04:00:00
126,covertype,tabpfn_v2.5,multiclass,581012,371847,54,large,8,96,04:00:00
127,covertype,tabpfn_v2.6,multiclass,581012,371847,54,large,8,96,04:00:00
128,covertype,tabpfn_v3,multiclass,581012,371847,54,large,8,96,04:00:00
129,covertype,tabpfn_v3.5,multiclass,581012,371847,54,large,8,96,04:00:00
130,covertype,tabpfn_v3.5_fast,multiclass,581012,371847,54,large,8,96,04:00:00
131,covertype,tabdpt_v1.3,multiclass,581012,371847,54,large,8,96,04:00:00
132,CDC_Diabetes_Health_Indicators,xgboost,binclass,253680,162355,21,medium,8,64,02:00:00
133,CDC_Diabetes_Health_Indicators,catboost,binclass,253680,162355,21,medium,8,64,02:00:00
134,CDC_Diabetes_Health_Indicators,tabicl_v1,binclass,253680,162355,21,medium,8,64,02:00:00
135,CDC_Diabetes_Health_Indicators,tabicl_v1.1,binclass,253680,162355,21,medium,8,64,02:00:00
136,CDC_Diabetes_Health_Indicators,tabicl_v2,binclass,253680,162355,21,medium,8,64,02:00:00
137,CDC_Diabetes_Health_Indicators,tabpfn_v2,binclass,253680,162355,21,medium,8,64,02:00:00
138,CDC_Diabetes_Health_Indicators,tabpfn_v2.5,binclass,253680,162355,21,medium,8,64,02:00:00
139,CDC_Diabetes_Health_Indicators,tabpfn_v2.6,binclass,253680,162355,21,medium,8,64,02:00:00
140,CDC_Diabetes_Health_Indicators,tabpfn_v3,binclass,253680,162355,21,medium,8,64,02:00:00
141,CDC_Diabetes_Health_Indicators,tabpfn_v3.5,binclass,253680,162355,21,medium,8,64,02:00:00
142,CDC_Diabetes_Health_Indicators,tabpfn_v3.5_fast,binclass,253680,162355,21,medium,8,64,02:00:00
143,CDC_Diabetes_Health_Indicators,tabdpt_v1.3,binclass,253680,162355,21,medium,8,64,02:00:00
144,jannis,xgboost,multiclass,83733,53588,54,small,4,32,01:00:00
145,jannis,catboost,multiclass,83733,53588,54,small,4,32,01:00:00
146,jannis,tabicl_v1,multiclass,83733,53588,54,small,4,32,01:00:00
147,jannis,tabicl_v1.1,multiclass,83733,53588,54,small,4,32,01:00:00
148,jannis,tabicl_v2,multiclass,83733,53588,54,small,4,32,01:00:00
149,jannis,tabpfn_v2,multiclass,83733,53588,54,small,4,32,01:00:00
150,jannis,tabpfn_v2.5,multiclass,83733,53588,54,small,4,32,01:00:00
151,jannis,tabpfn_v2.6,multiclass,83733,53588,54,small,4,32,01:00:00
152,jannis,tabpfn_v3,multiclass,83733,53588,54,small,4,32,01:00:00
153,jannis,tabpfn_v3.5,multiclass,83733,53588,54,small,4,32,01:00:00
154,jannis,tabpfn_v3.5_fast,multiclass,83733,53588,54,small,4,32,01:00:00
155,jannis,tabdpt_v1.3,multiclass,83733,53588,54,small,4,32,01:00:00
156,Fashion-MNIST,xgboost,multiclass,70000,44800,784,small,4,32,01:00:00
157,Fashion-MNIST,catboost,multiclass,70000,44800,784,small,4,32,01:00:00
158,Fashion-MNIST,tabicl_v1,multiclass,70000,44800,784,small,4,32,01:00:00
159,Fashion-MNIST,tabicl_v1.1,multiclass,70000,44800,784,small,4,32,01:00:00
160,Fashion-MNIST,tabicl_v2,multiclass,70000,44800,784,small,4,32,01:00:00
161,Fashion-MNIST,tabpfn_v2,multiclass,70000,44800,784,small,4,32,01:00:00
162,Fashion-MNIST,tabpfn_v2.5,multiclass,70000,44800,784,small,4,32,01:00:00
163,Fashion-MNIST,tabpfn_v2.6,multiclass,70000,44800,784,small,4,32,01:00:00
164,Fashion-MNIST,tabpfn_v3,multiclass,70000,44800,784,small,4,32,01:00:00
165,Fashion-MNIST,tabpfn_v3.5,multiclass,70000,44800,784,small,4,32,01:00:00
166,Fashion-MNIST,tabpfn_v3.5_fast,multiclass,70000,44800,784,small,4,32,01:00:00
167,Fashion-MNIST,tabdpt_v1.3,multiclass,70000,44800,784,small,4,32,01:00:00
168,blogfeedback,xgboost,regression,60021,38412,276,small,4,32,01:00:00
169,blogfeedback,catboost,regression,60021,38412,276,small,4,32,01:00:00
170,blogfeedback,tabicl_v1,regression,60021,38412,276,small,4,32,01:00:00
171,blogfeedback,tabicl_v1.1,regression,60021,38412,276,small,4,32,01:00:00
172,blogfeedback,tabicl_v2,regression,60021,38412,276,small,4,32,01:00:00
173,blogfeedback,tabpfn_v2,regression,60021,38412,276,small,4,32,01:00:00
174,blogfeedback,tabpfn_v2.5,regression,60021,38412,276,small,4,32,01:00:00
175,blogfeedback,tabpfn_v2.6,regression,60021,38412,276,small,4,32,01:00:00
176,blogfeedback,tabpfn_v3,regression,60021,38412,276,small,4,32,01:00:00
177,blogfeedback,tabpfn_v3.5,regression,60021,38412,276,small,4,32,01:00:00
178,blogfeedback,tabpfn_v3.5_fast,regression,60021,38412,276,small,4,32,01:00:00
179,blogfeedback,tabdpt_v1.3,regression,60021,38412,276,small,4,32,01:00:00
180,volkert,xgboost,multiclass,58310,37318,180,small,4,32,01:00:00
181,volkert,catboost,multiclass,58310,37318,180,small,4,32,01:00:00
182,volkert,tabicl_v1,multiclass,58310,37318,180,small,4,32,01:00:00
183,volkert,tabicl_v1.1,multiclass,58310,37318,180,small,4,32,01:00:00
184,volkert,tabicl_v2,multiclass,58310,37318,180,small,4,32,01:00:00
185,volkert,tabpfn_v2,multiclass,58310,37318,180,small,4,32,01:00:00
186,volkert,tabpfn_v2.5,multiclass,58310,37318,180,small,4,32,01:00:00
187,volkert,tabpfn_v2.6,multiclass,58310,37318,180,small,4,32,01:00:00
188,volkert,tabpfn_v3,multiclass,58310,37318,180,small,4,32,01:00:00
189,volkert,tabpfn_v3.5,multiclass,58310,37318,180,small,4,32,01:00:00
190,volkert,tabpfn_v3.5_fast,multiclass,58310,37318,180,small,4,32,01:00:00
191,volkert,tabdpt_v1.3,multiclass,58310,37318,180,small,4,32,01:00:00
192,Large-scale_Wave_Energy_Farm_Perth_49,xgboost,regression,36043,23067,99,small,4,32,01:00:00
193,Large-scale_Wave_Energy_Farm_Perth_49,catboost,regression,36043,23067,99,small,4,32,01:00:00
194,Large-scale_Wave_Energy_Farm_Perth_49,tabicl_v1,regression,36043,23067,99,small,4,32,01:00:00
195,Large-scale_Wave_Energy_Farm_Perth_49,tabicl_v1.1,regression,36043,23067,99,small,4,32,01:00:00
196,Large-scale_Wave_Energy_Farm_Perth_49,tabicl_v2,regression,36043,23067,99,small,4,32,01:00:00
197,Large-scale_Wave_Energy_Farm_Perth_49,tabpfn_v2,regression,36043,23067,99,small,4,32,01:00:00
198,Large-scale_Wave_Energy_Farm_Perth_49,tabpfn_v2.5,regression,36043,23067,99,small,4,32,01:00:00
199,Large-scale_Wave_Energy_Farm_Perth_49,tabpfn_v2.6,regression,36043,23067,99,small,4,32,01:00:00
200,Large-scale_Wave_Energy_Farm_Perth_49,tabpfn_v3,regression,36043,23067,99,small,4,32,01:00:00
201,Large-scale_Wave_Energy_Farm_Perth_49,tabpfn_v3.5,regression,36043,23067,99,small,4,32,01:00:00
202,Large-scale_Wave_Energy_Farm_Perth_49,tabpfn_v3.5_fast,regression,36043,23067,99,small,4,32,01:00:00
203,Large-scale_Wave_Energy_Farm_Perth_49,tabdpt_v1.3,regression,36043,23067,99,small,4,32,01:00:00
204,nomao,xgboost,binclass,34465,22057,118,small,4,32,01:00:00
205,nomao,catboost,binclass,34465,22057,118,small,4,32,01:00:00
206,nomao,tabicl_v1,binclass,34465,22057,118,small,4,32,01:00:00
207,nomao,tabicl_v1.1,binclass,34465,22057,118,small,4,32,01:00:00
208,nomao,tabicl_v2,binclass,34465,22057,118,small,4,32,01:00:00
209,nomao,tabpfn_v2,binclass,34465,22057,118,small,4,32,01:00:00
210,nomao,tabpfn_v2.5,binclass,34465,22057,118,small,4,32,01:00:00
211,nomao,tabpfn_v2.6,binclass,34465,22057,118,small,4,32,01:00:00
212,nomao,tabpfn_v3,binclass,34465,22057,118,small,4,32,01:00:00
213,nomao,tabpfn_v3.5,binclass,34465,22057,118,small,4,32,01:00:00
214,nomao,tabpfn_v3.5_fast,binclass,34465,22057,118,small,4,32,01:00:00
215,nomao,tabdpt_v1.3,binclass,34465,22057,118,small,4,32,01:00:00
216,UJIndoorLoc,xgboost,regression,21048,13470,520,small,4,32,01:00:00
217,UJIndoorLoc,catboost,regression,21048,13470,520,small,4,32,01:00:00
218,UJIndoorLoc,tabicl_v1,regression,21048,13470,520,small,4,32,01:00:00
219,UJIndoorLoc,tabicl_v1.1,regression,21048,13470,520,small,4,32,01:00:00
220,UJIndoorLoc,tabicl_v2,regression,21048,13470,520,small,4,32,01:00:00
221,UJIndoorLoc,tabpfn_v2,regression,21048,13470,520,small,4,32,01:00:00
222,UJIndoorLoc,tabpfn_v2.5,regression,21048,13470,520,small,4,32,01:00:00
223,UJIndoorLoc,tabpfn_v2.6,regression,21048,13470,520,small,4,32,01:00:00
224,UJIndoorLoc,tabpfn_v3,regression,21048,13470,520,small,4,32,01:00:00
225,UJIndoorLoc,tabpfn_v3.5,regression,21048,13470,520,small,4,32,01:00:00
226,UJIndoorLoc,tabpfn_v3.5_fast,regression,21048,13470,520,small,4,32,01:00:00
227,UJIndoorLoc,tabdpt_v1.3,regression,21048,13470,520,small,4,32,01:00:00
228,dilbert,xgboost,multiclass,10000,6400,2000,small,4,32,01:00:00
229,dilbert,catboost,multiclass,10000,6400,2000,small,4,32,01:00:00
230,dilbert,tabicl_v1,multiclass,10000,6400,2000,small,4,32,01:00:00
231,dilbert,tabicl_v1.1,multiclass,10000,6400,2000,small,4,32,01:00:00
232,dilbert,tabicl_v2,multiclass,10000,6400,2000,small,4,32,01:00:00
233,dilbert,tabpfn_v2,multiclass,10000,6400,2000,small,4,32,01:00:00
234,dilbert,tabpfn_v2.5,multiclass,10000,6400,2000,small,4,32,01:00:00
235,dilbert,tabpfn_v2.6,multiclass,10000,6400,2000,small,4,32,01:00:00
236,dilbert,tabpfn_v3,multiclass,10000,6400,2000,small,4,32,01:00:00
237,dilbert,tabpfn_v3.5,multiclass,10000,6400,2000,small,4,32,01:00:00
238,dilbert,tabpfn_v3.5_fast,multiclass,10000,6400,2000,small,4,32,01:00:00
239,dilbert,tabdpt_v1.3,multiclass,10000,6400,2000,small,4,32,01:00:00
240,fabert,xgboost,multiclass,8237,5271,800,small,4,32,01:00:00
241,fabert,catboost,multiclass,8237,5271,800,small,4,32,01:00:00
242,fabert,tabicl_v1,multiclass,8237,5271,800,small,4,32,01:00:00
243,fabert,tabicl_v1.1,multiclass,8237,5271,800,small,4,32,01:00:00
244,fabert,tabicl_v2,multiclass,8237,5271,800,small,4,32,01:00:00
245,fabert,tabpfn_v2,multiclass,8237,5271,800,small,4,32,01:00:00
246,fabert,tabpfn_v2.5,multiclass,8237,5271,800,small,4,32,01:00:00
247,fabert,tabpfn_v2.6,multiclass,8237,5271,800,small,4,32,01:00:00
248,fabert,tabpfn_v3,multiclass,8237,5271,800,small,4,32,01:00:00
249,fabert,tabpfn_v3.5,multiclass,8237,5271,800,small,4,32,01:00:00
250,fabert,tabpfn_v3.5_fast,multiclass,8237,5271,800,small,4,32,01:00:00
251,fabert,tabdpt_v1.3,multiclass,8237,5271,800,small,4,32,01:00:00
252,gina_agnostic,xgboost,binclass,3468,2219,970,small,4,32,01:00:00
253,gina_agnostic,catboost,binclass,3468,2219,970,small,4,32,01:00:00
254,gina_agnostic,tabicl_v1,binclass,3468,2219,970,small,4,32,01:00:00
255,gina_agnostic,tabicl_v1.1,binclass,3468,2219,970,small,4,32,01:00:00
256,gina_agnostic,tabicl_v2,binclass,3468,2219,970,small,4,32,01:00:00
257,gina_agnostic,tabpfn_v2,binclass,3468,2219,970,small,4,32,01:00:00
258,gina_agnostic,tabpfn_v2.5,binclass,3468,2219,970,small,4,32,01:00:00
259,gina_agnostic,tabpfn_v2.6,binclass,3468,2219,970,small,4,32,01:00:00
260,gina_agnostic,tabpfn_v3,binclass,3468,2219,970,small,4,32,01:00:00
261,gina_agnostic,tabpfn_v3.5,binclass,3468,2219,970,small,4,32,01:00:00
262,gina_agnostic,tabpfn_v3.5_fast,binclass,3468,2219,970,small,4,32,01:00:00
263,gina_agnostic,tabdpt_v1.3,binclass,3468,2219,970,small,4,32,01:00:00
